PICI_ID_allsets,All_Functions
ESCO001.0321.01530.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)', 'site-specific integrase  (translation)', 'hypothetical protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'hypothetical protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)', 'hypothetical protein  (translation)', 'phage major capsid protein  (translation)']"
ESCO001.0321.01548.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01554.C001.PICI.TypeB.variant0001,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)']"
ESCO001.0321.01586.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'terminase small subunit  (translation)']"
FRTU001.0321.00029.C001.PICI.TypeB.variant0002,"['integrase arm-type DNA-binding domain-containing protein  (translation)', 'hypothetical protein  (translation)', 'AlpA family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'CopG family transcriptional regulator  (translation)', 'terminase small subunit  (translation)']"
FRTU001.0321.00030.C001.PICI.TypeB.variant0002,"['integrase arm-type DNA-binding domain-containing protein  (translation)', 'hypothetical protein  (translation)', 'AlpA family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'CopG family transcriptional regulator  (translation)', 'terminase small subunit  (translation)']"
MAOV001.0321.00001.C001.PICI.TypeB.variant0002,"['tyrosine-type recombinase/integrase  (translation)', 'type II toxin-antitoxin system RelE/ParE family toxin  (translation)', 'helix-turn-helix domain-containing protein  (translation)', 'hypothetical protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'Rha family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)', 'ash family protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'helix-turn-helix domain-containing protein  (translation)']"
MASP004.0321.00001.C001.PICI.TypeB.variant0001,"['integrase arm-type DNA-binding domain-containing protein  (translation)', 'hypothetical protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'phage major capsid protein  (translation)']"
MESP018.0321.00001.C001.PICI.TypeB.variant0001,"['integrase arm-type DNA-binding domain-containing protein  (translation)', 'hypothetical protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'toprim domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'phage major capsid protein  (translation)']"
PACA004.0321.00004.C001.PICI.TypeB.variant0002,"['tyrosine-type recombinase/integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'hypothetical protein  (translation)', 'replicative DNA helicase  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
POSP004.0321.00001.C001.PICI.TypeB.variant0001,"['site-specific integrase  (translation)', 'hypothetical protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'AAA family ATPase  (translation)', 'phage major capsid protein  (translation)']"
PSSP115.0321.00001.C001.PICI.TypeB.variant0001,"['integrase arm-type DNA-binding domain-containing protein  (translation)', 'hypothetical protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'ash family protein  (translation)', 'hypothetical protein  (translation)', 'virulence-associated protein E  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'HK97 family phage prohead protease  (translation)', 'phage major capsid protein  (translation)']"
PSSY002.0321.00013.C001.PICI.TypeB.variant0001,"['site-specific integrase  (translation)', 'hypothetical protein  (translation)', 'AAA family ATPase  (translation)', 'virulence-associated protein E  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'AlpA family phage regulatory protein  (translation)']"
RHBA002.0321.00001.C001.PICI.TypeB.variant0001,"['site-specific integrase  (translation)', 'hypothetical protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'bifunctional DNA primase/polymerase  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'phage major capsid protein  (translation)']"
RHSE001.0321.00001.C001.PICI.TypeB.variant0002,"['integrase arm-type DNA-binding domain-containing protein  (translation)', 'IS630 family transposase  (translation)', 'hypothetical protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'sigma 54-interacting transcriptional regulator  (translation)', 'DEAD/DEAH box helicase family protein  (translation)', 'N-6 DNA methylase  (translation)', 'hypothetical protein  (translation)', 'N-6 DNA methylase  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
SEMA003.0321.00012.C001.PICI.TypeB.variant0001,"['site-specific integrase  (translation)', 'hypothetical protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'Rha family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'phage major capsid protein  (translation)']"
SHBO001.0321.00001.C001.PICI.TypeB.variant0001,"['tyrosine-type recombinase/integrase  (translation)', 'hypothetical protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'hypothetical protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)']"
