Description	Count	contig
CDS	15	KORO001.0321.00001.C001.PICI.TypeB.variant0001.Set1
connector	0	KORO001.0321.00001.C001.PICI.TypeB.variant0001.Set1
DNA, RNA and nucleotide metabolism	2	KORO001.0321.00001.C001.PICI.TypeB.variant0001.Set1
head and packaging	1	KORO001.0321.00001.C001.PICI.TypeB.variant0001.Set1
integration and excision	1	KORO001.0321.00001.C001.PICI.TypeB.variant0001.Set1
lysis	0	KORO001.0321.00001.C001.PICI.TypeB.variant0001.Set1
moron, auxiliary metabolic gene and host takeover	0	KORO001.0321.00001.C001.PICI.TypeB.variant0001.Set1
other	0	KORO001.0321.00001.C001.PICI.TypeB.variant0001.Set1
tail	0	KORO001.0321.00001.C001.PICI.TypeB.variant0001.Set1
transcription regulation	0	KORO001.0321.00001.C001.PICI.TypeB.variant0001.Set1
unknown function	11	KORO001.0321.00001.C001.PICI.TypeB.variant0001.Set1
tRNAs	0	KORO001.0321.00001.C001.PICI.TypeB.variant0001.Set1
CRISPRs	0	KORO001.0321.00001.C001.PICI.TypeB.variant0001.Set1
tmRNAs	0	KORO001.0321.00001.C001.PICI.TypeB.variant0001.Set1
VFDB_Virulence_Factors	0	KORO001.0321.00001.C001.PICI.TypeB.variant0001.Set1
CARD_AMR_Genes	0	KORO001.0321.00001.C001.PICI.TypeB.variant0001.Set1
CDS	23	STAU002.0321.00065.C001.PICI.TypeB.variant0002.Set2
connector	0	STAU002.0321.00065.C001.PICI.TypeB.variant0002.Set2
DNA, RNA and nucleotide metabolism	3	STAU002.0321.00065.C001.PICI.TypeB.variant0002.Set2
head and packaging	2	STAU002.0321.00065.C001.PICI.TypeB.variant0002.Set2
integration and excision	1	STAU002.0321.00065.C001.PICI.TypeB.variant0002.Set2
lysis	0	STAU002.0321.00065.C001.PICI.TypeB.variant0002.Set2
moron, auxiliary metabolic gene and host takeover	0	STAU002.0321.00065.C001.PICI.TypeB.variant0002.Set2
other	0	STAU002.0321.00065.C001.PICI.TypeB.variant0002.Set2
tail	0	STAU002.0321.00065.C001.PICI.TypeB.variant0002.Set2
transcription regulation	2	STAU002.0321.00065.C001.PICI.TypeB.variant0002.Set2
unknown function	15	STAU002.0321.00065.C001.PICI.TypeB.variant0002.Set2
tRNAs	0	STAU002.0321.00065.C001.PICI.TypeB.variant0002.Set2
CRISPRs	0	STAU002.0321.00065.C001.PICI.TypeB.variant0002.Set2
tmRNAs	0	STAU002.0321.00065.C001.PICI.TypeB.variant0002.Set2
VFDB_Virulence_Factors	0	STAU002.0321.00065.C001.PICI.TypeB.variant0002.Set2
CARD_AMR_Genes	0	STAU002.0321.00065.C001.PICI.TypeB.variant0002.Set2
CDS	23	ESCO001.0321.01483.C001.PICI.TypeA.Set3
connector	0	ESCO001.0321.01483.C001.PICI.TypeA.Set3
DNA, RNA and nucleotide metabolism	1	ESCO001.0321.01483.C001.PICI.TypeA.Set3
head and packaging	3	ESCO001.0321.01483.C001.PICI.TypeA.Set3
integration and excision	1	ESCO001.0321.01483.C001.PICI.TypeA.Set3
lysis	0	ESCO001.0321.01483.C001.PICI.TypeA.Set3
moron, auxiliary metabolic gene and host takeover	0	ESCO001.0321.01483.C001.PICI.TypeA.Set3
other	0	ESCO001.0321.01483.C001.PICI.TypeA.Set3
tail	0	ESCO001.0321.01483.C001.PICI.TypeA.Set3
transcription regulation	0	ESCO001.0321.01483.C001.PICI.TypeA.Set3
unknown function	18	ESCO001.0321.01483.C001.PICI.TypeA.Set3
tRNAs	0	ESCO001.0321.01483.C001.PICI.TypeA.Set3
CRISPRs	0	ESCO001.0321.01483.C001.PICI.TypeA.Set3
tmRNAs	0	ESCO001.0321.01483.C001.PICI.TypeA.Set3
VFDB_Virulence_Factors	0	ESCO001.0321.01483.C001.PICI.TypeA.Set3
CARD_AMR_Genes	0	ESCO001.0321.01483.C001.PICI.TypeA.Set3
CDS	12	FUMA001.0321.00001.C001.PICI.TypeA.Set1
connector	0	FUMA001.0321.00001.C001.PICI.TypeA.Set1
DNA, RNA and nucleotide metabolism	0	FUMA001.0321.00001.C001.PICI.TypeA.Set1
head and packaging	2	FUMA001.0321.00001.C001.PICI.TypeA.Set1
integration and excision	2	FUMA001.0321.00001.C001.PICI.TypeA.Set1
lysis	0	FUMA001.0321.00001.C001.PICI.TypeA.Set1
moron, auxiliary metabolic gene and host takeover	0	FUMA001.0321.00001.C001.PICI.TypeA.Set1
other	0	FUMA001.0321.00001.C001.PICI.TypeA.Set1
tail	0	FUMA001.0321.00001.C001.PICI.TypeA.Set1
transcription regulation	0	FUMA001.0321.00001.C001.PICI.TypeA.Set1
unknown function	8	FUMA001.0321.00001.C001.PICI.TypeA.Set1
tRNAs	0	FUMA001.0321.00001.C001.PICI.TypeA.Set1
CRISPRs	0	FUMA001.0321.00001.C001.PICI.TypeA.Set1
tmRNAs	0	FUMA001.0321.00001.C001.PICI.TypeA.Set1
VFDB_Virulence_Factors	0	FUMA001.0321.00001.C001.PICI.TypeA.Set1
CARD_AMR_Genes	0	FUMA001.0321.00001.C001.PICI.TypeA.Set1
CDS	24	ESCO001.0321.01367.C001.PICI.TypeA.Set3
connector	0	ESCO001.0321.01367.C001.PICI.TypeA.Set3
DNA, RNA and nucleotide metabolism	1	ESCO001.0321.01367.C001.PICI.TypeA.Set3
head and packaging	3	ESCO001.0321.01367.C001.PICI.TypeA.Set3
integration and excision	1	ESCO001.0321.01367.C001.PICI.TypeA.Set3
lysis	0	ESCO001.0321.01367.C001.PICI.TypeA.Set3
moron, auxiliary metabolic gene and host takeover	0	ESCO001.0321.01367.C001.PICI.TypeA.Set3
other	0	ESCO001.0321.01367.C001.PICI.TypeA.Set3
tail	0	ESCO001.0321.01367.C001.PICI.TypeA.Set3
transcription regulation	1	ESCO001.0321.01367.C001.PICI.TypeA.Set3
unknown function	18	ESCO001.0321.01367.C001.PICI.TypeA.Set3
tRNAs	0	ESCO001.0321.01367.C001.PICI.TypeA.Set3
CRISPRs	0	ESCO001.0321.01367.C001.PICI.TypeA.Set3
tmRNAs	0	ESCO001.0321.01367.C001.PICI.TypeA.Set3
VFDB_Virulence_Factors	0	ESCO001.0321.01367.C001.PICI.TypeA.Set3
CARD_AMR_Genes	0	ESCO001.0321.01367.C001.PICI.TypeA.Set3
CDS	10	CIAM001.0321.00007.C001.PICI.TypeB.variant0001.SetR1
connector	0	CIAM001.0321.00007.C001.PICI.TypeB.variant0001.SetR1
DNA, RNA and nucleotide metabolism	1	CIAM001.0321.00007.C001.PICI.TypeB.variant0001.SetR1
head and packaging	1	CIAM001.0321.00007.C001.PICI.TypeB.variant0001.SetR1
integration and excision	1	CIAM001.0321.00007.C001.PICI.TypeB.variant0001.SetR1
lysis	0	CIAM001.0321.00007.C001.PICI.TypeB.variant0001.SetR1
moron, auxiliary metabolic gene and host takeover	0	CIAM001.0321.00007.C001.PICI.TypeB.variant0001.SetR1
other	0	CIAM001.0321.00007.C001.PICI.TypeB.variant0001.SetR1
tail	0	CIAM001.0321.00007.C001.PICI.TypeB.variant0001.SetR1
transcription regulation	1	CIAM001.0321.00007.C001.PICI.TypeB.variant0001.SetR1
unknown function	6	CIAM001.0321.00007.C001.PICI.TypeB.variant0001.SetR1
tRNAs	0	CIAM001.0321.00007.C001.PICI.TypeB.variant0001.SetR1
CRISPRs	0	CIAM001.0321.00007.C001.PICI.TypeB.variant0001.SetR1
tmRNAs	0	CIAM001.0321.00007.C001.PICI.TypeB.variant0001.SetR1
VFDB_Virulence_Factors	0	CIAM001.0321.00007.C001.PICI.TypeB.variant0001.SetR1
CARD_AMR_Genes	0	CIAM001.0321.00007.C001.PICI.TypeB.variant0001.SetR1
CDS	12	CIFR005.0321.00052.C001.PICI.TypeB.variant0001.SetR1
connector	0	CIFR005.0321.00052.C001.PICI.TypeB.variant0001.SetR1
DNA, RNA and nucleotide metabolism	1	CIFR005.0321.00052.C001.PICI.TypeB.variant0001.SetR1
head and packaging	1	CIFR005.0321.00052.C001.PICI.TypeB.variant0001.SetR1
integration and excision	2	CIFR005.0321.00052.C001.PICI.TypeB.variant0001.SetR1
lysis	0	CIFR005.0321.00052.C001.PICI.TypeB.variant0001.SetR1
moron, auxiliary metabolic gene and host takeover	0	CIFR005.0321.00052.C001.PICI.TypeB.variant0001.SetR1
other	0	CIFR005.0321.00052.C001.PICI.TypeB.variant0001.SetR1
tail	0	CIFR005.0321.00052.C001.PICI.TypeB.variant0001.SetR1
transcription regulation	1	CIFR005.0321.00052.C001.PICI.TypeB.variant0001.SetR1
unknown function	7	CIFR005.0321.00052.C001.PICI.TypeB.variant0001.SetR1
tRNAs	0	CIFR005.0321.00052.C001.PICI.TypeB.variant0001.SetR1
CRISPRs	0	CIFR005.0321.00052.C001.PICI.TypeB.variant0001.SetR1
tmRNAs	0	CIFR005.0321.00052.C001.PICI.TypeB.variant0001.SetR1
VFDB_Virulence_Factors	0	CIFR005.0321.00052.C001.PICI.TypeB.variant0001.SetR1
CARD_AMR_Genes	0	CIFR005.0321.00052.C001.PICI.TypeB.variant0001.SetR1
CDS	12	CIFR005.0321.00053.C001.PICI.TypeB.variant0001.SetR1
connector	0	CIFR005.0321.00053.C001.PICI.TypeB.variant0001.SetR1
DNA, RNA and nucleotide metabolism	1	CIFR005.0321.00053.C001.PICI.TypeB.variant0001.SetR1
head and packaging	1	CIFR005.0321.00053.C001.PICI.TypeB.variant0001.SetR1
integration and excision	2	CIFR005.0321.00053.C001.PICI.TypeB.variant0001.SetR1
lysis	0	CIFR005.0321.00053.C001.PICI.TypeB.variant0001.SetR1
moron, auxiliary metabolic gene and host takeover	0	CIFR005.0321.00053.C001.PICI.TypeB.variant0001.SetR1
other	0	CIFR005.0321.00053.C001.PICI.TypeB.variant0001.SetR1
tail	0	CIFR005.0321.00053.C001.PICI.TypeB.variant0001.SetR1
transcription regulation	1	CIFR005.0321.00053.C001.PICI.TypeB.variant0001.SetR1
unknown function	7	CIFR005.0321.00053.C001.PICI.TypeB.variant0001.SetR1
tRNAs	0	CIFR005.0321.00053.C001.PICI.TypeB.variant0001.SetR1
CRISPRs	0	CIFR005.0321.00053.C001.PICI.TypeB.variant0001.SetR1
tmRNAs	0	CIFR005.0321.00053.C001.PICI.TypeB.variant0001.SetR1
VFDB_Virulence_Factors	0	CIFR005.0321.00053.C001.PICI.TypeB.variant0001.SetR1
CARD_AMR_Genes	0	CIFR005.0321.00053.C001.PICI.TypeB.variant0001.SetR1
CDS	11	CIFR005.0321.00101.C001.PICI.TypeB.variant0001.SetR1
connector	0	CIFR005.0321.00101.C001.PICI.TypeB.variant0001.SetR1
DNA, RNA and nucleotide metabolism	1	CIFR005.0321.00101.C001.PICI.TypeB.variant0001.SetR1
head and packaging	1	CIFR005.0321.00101.C001.PICI.TypeB.variant0001.SetR1
integration and excision	2	CIFR005.0321.00101.C001.PICI.TypeB.variant0001.SetR1
lysis	0	CIFR005.0321.00101.C001.PICI.TypeB.variant0001.SetR1
moron, auxiliary metabolic gene and host takeover	0	CIFR005.0321.00101.C001.PICI.TypeB.variant0001.SetR1
other	0	CIFR005.0321.00101.C001.PICI.TypeB.variant0001.SetR1
tail	0	CIFR005.0321.00101.C001.PICI.TypeB.variant0001.SetR1
transcription regulation	1	CIFR005.0321.00101.C001.PICI.TypeB.variant0001.SetR1
unknown function	6	CIFR005.0321.00101.C001.PICI.TypeB.variant0001.SetR1
tRNAs	0	CIFR005.0321.00101.C001.PICI.TypeB.variant0001.SetR1
CRISPRs	0	CIFR005.0321.00101.C001.PICI.TypeB.variant0001.SetR1
tmRNAs	0	CIFR005.0321.00101.C001.PICI.TypeB.variant0001.SetR1
VFDB_Virulence_Factors	0	CIFR005.0321.00101.C001.PICI.TypeB.variant0001.SetR1
CARD_AMR_Genes	0	CIFR005.0321.00101.C001.PICI.TypeB.variant0001.SetR1
CDS	30	DEVU001.0321.00001.C001.PICI.TypeB.variant0001.SetR1
connector	0	DEVU001.0321.00001.C001.PICI.TypeB.variant0001.SetR1
DNA, RNA and nucleotide metabolism	2	DEVU001.0321.00001.C001.PICI.TypeB.variant0001.SetR1
head and packaging	5	DEVU001.0321.00001.C001.PICI.TypeB.variant0001.SetR1
integration and excision	1	DEVU001.0321.00001.C001.PICI.TypeB.variant0001.SetR1
lysis	0	DEVU001.0321.00001.C001.PICI.TypeB.variant0001.SetR1
moron, auxiliary metabolic gene and host takeover	1	DEVU001.0321.00001.C001.PICI.TypeB.variant0001.SetR1
other	2	DEVU001.0321.00001.C001.PICI.TypeB.variant0001.SetR1
tail	0	DEVU001.0321.00001.C001.PICI.TypeB.variant0001.SetR1
transcription regulation	0	DEVU001.0321.00001.C001.PICI.TypeB.variant0001.SetR1
unknown function	19	DEVU001.0321.00001.C001.PICI.TypeB.variant0001.SetR1
tRNAs	0	DEVU001.0321.00001.C001.PICI.TypeB.variant0001.SetR1
CRISPRs	0	DEVU001.0321.00001.C001.PICI.TypeB.variant0001.SetR1
tmRNAs	0	DEVU001.0321.00001.C001.PICI.TypeB.variant0001.SetR1
VFDB_Virulence_Factors	0	DEVU001.0321.00001.C001.PICI.TypeB.variant0001.SetR1
CARD_AMR_Genes	0	DEVU001.0321.00001.C001.PICI.TypeB.variant0001.SetR1
CDS	40	DEVU001.0321.00001.C001.PICI.TypeB.variant0001.SetR2
connector	1	DEVU001.0321.00001.C001.PICI.TypeB.variant0001.SetR2
DNA, RNA and nucleotide metabolism	1	DEVU001.0321.00001.C001.PICI.TypeB.variant0001.SetR2
head and packaging	6	DEVU001.0321.00001.C001.PICI.TypeB.variant0001.SetR2
integration and excision	4	DEVU001.0321.00001.C001.PICI.TypeB.variant0001.SetR2
lysis	0	DEVU001.0321.00001.C001.PICI.TypeB.variant0001.SetR2
moron, auxiliary metabolic gene and host takeover	0	DEVU001.0321.00001.C001.PICI.TypeB.variant0001.SetR2
other	0	DEVU001.0321.00001.C001.PICI.TypeB.variant0001.SetR2
tail	0	DEVU001.0321.00001.C001.PICI.TypeB.variant0001.SetR2
transcription regulation	1	DEVU001.0321.00001.C001.PICI.TypeB.variant0001.SetR2
unknown function	27	DEVU001.0321.00001.C001.PICI.TypeB.variant0001.SetR2
tRNAs	0	DEVU001.0321.00001.C001.PICI.TypeB.variant0001.SetR2
CRISPRs	0	DEVU001.0321.00001.C001.PICI.TypeB.variant0001.SetR2
tmRNAs	0	DEVU001.0321.00001.C001.PICI.TypeB.variant0001.SetR2
VFDB_Virulence_Factors	0	DEVU001.0321.00001.C001.PICI.TypeB.variant0001.SetR2
CARD_AMR_Genes	0	DEVU001.0321.00001.C001.PICI.TypeB.variant0001.SetR2
CDS	40	DEVU001.0321.00004.C001.PICI.TypeB.variant0001.SetR1
connector	1	DEVU001.0321.00004.C001.PICI.TypeB.variant0001.SetR1
DNA, RNA and nucleotide metabolism	1	DEVU001.0321.00004.C001.PICI.TypeB.variant0001.SetR1
head and packaging	6	DEVU001.0321.00004.C001.PICI.TypeB.variant0001.SetR1
integration and excision	4	DEVU001.0321.00004.C001.PICI.TypeB.variant0001.SetR1
lysis	0	DEVU001.0321.00004.C001.PICI.TypeB.variant0001.SetR1
moron, auxiliary metabolic gene and host takeover	0	DEVU001.0321.00004.C001.PICI.TypeB.variant0001.SetR1
other	0	DEVU001.0321.00004.C001.PICI.TypeB.variant0001.SetR1
tail	0	DEVU001.0321.00004.C001.PICI.TypeB.variant0001.SetR1
transcription regulation	1	DEVU001.0321.00004.C001.PICI.TypeB.variant0001.SetR1
unknown function	27	DEVU001.0321.00004.C001.PICI.TypeB.variant0001.SetR1
tRNAs	0	DEVU001.0321.00004.C001.PICI.TypeB.variant0001.SetR1
CRISPRs	0	DEVU001.0321.00004.C001.PICI.TypeB.variant0001.SetR1
tmRNAs	0	DEVU001.0321.00004.C001.PICI.TypeB.variant0001.SetR1
VFDB_Virulence_Factors	0	DEVU001.0321.00004.C001.PICI.TypeB.variant0001.SetR1
CARD_AMR_Genes	0	DEVU001.0321.00004.C001.PICI.TypeB.variant0001.SetR1
CDS	37	ESCO001.0321.00097.C001.PICI.TypeA.SetR1
connector	0	ESCO001.0321.00097.C001.PICI.TypeA.SetR1
DNA, RNA and nucleotide metabolism	1	ESCO001.0321.00097.C001.PICI.TypeA.SetR1
head and packaging	3	ESCO001.0321.00097.C001.PICI.TypeA.SetR1
integration and excision	1	ESCO001.0321.00097.C001.PICI.TypeA.SetR1
lysis	0	ESCO001.0321.00097.C001.PICI.TypeA.SetR1
moron, auxiliary metabolic gene and host takeover	1	ESCO001.0321.00097.C001.PICI.TypeA.SetR1
other	1	ESCO001.0321.00097.C001.PICI.TypeA.SetR1
tail	0	ESCO001.0321.00097.C001.PICI.TypeA.SetR1
transcription regulation	1	ESCO001.0321.00097.C001.PICI.TypeA.SetR1
unknown function	29	ESCO001.0321.00097.C001.PICI.TypeA.SetR1
tRNAs	0	ESCO001.0321.00097.C001.PICI.TypeA.SetR1
CRISPRs	0	ESCO001.0321.00097.C001.PICI.TypeA.SetR1
tmRNAs	0	ESCO001.0321.00097.C001.PICI.TypeA.SetR1
VFDB_Virulence_Factors	0	ESCO001.0321.00097.C001.PICI.TypeA.SetR1
CARD_AMR_Genes	0	ESCO001.0321.00097.C001.PICI.TypeA.SetR1
CDS	18	ESCO001.0321.00309.C001.PICI.TypeB.variant0001.SetR1
connector	0	ESCO001.0321.00309.C001.PICI.TypeB.variant0001.SetR1
DNA, RNA and nucleotide metabolism	2	ESCO001.0321.00309.C001.PICI.TypeB.variant0001.SetR1
head and packaging	2	ESCO001.0321.00309.C001.PICI.TypeB.variant0001.SetR1
integration and excision	3	ESCO001.0321.00309.C001.PICI.TypeB.variant0001.SetR1
lysis	0	ESCO001.0321.00309.C001.PICI.TypeB.variant0001.SetR1
moron, auxiliary metabolic gene and host takeover	0	ESCO001.0321.00309.C001.PICI.TypeB.variant0001.SetR1
other	0	ESCO001.0321.00309.C001.PICI.TypeB.variant0001.SetR1
tail	0	ESCO001.0321.00309.C001.PICI.TypeB.variant0001.SetR1
transcription regulation	0	ESCO001.0321.00309.C001.PICI.TypeB.variant0001.SetR1
unknown function	11	ESCO001.0321.00309.C001.PICI.TypeB.variant0001.SetR1
tRNAs	0	ESCO001.0321.00309.C001.PICI.TypeB.variant0001.SetR1
CRISPRs	0	ESCO001.0321.00309.C001.PICI.TypeB.variant0001.SetR1
tmRNAs	0	ESCO001.0321.00309.C001.PICI.TypeB.variant0001.SetR1
VFDB_Virulence_Factors	0	ESCO001.0321.00309.C001.PICI.TypeB.variant0001.SetR1
CARD_AMR_Genes	0	ESCO001.0321.00309.C001.PICI.TypeB.variant0001.SetR1
CDS	23	ESCO001.0321.00448.C001.PICI.TypeA.SetR1
connector	0	ESCO001.0321.00448.C001.PICI.TypeA.SetR1
DNA, RNA and nucleotide metabolism	1	ESCO001.0321.00448.C001.PICI.TypeA.SetR1
head and packaging	3	ESCO001.0321.00448.C001.PICI.TypeA.SetR1
integration and excision	1	ESCO001.0321.00448.C001.PICI.TypeA.SetR1
lysis	0	ESCO001.0321.00448.C001.PICI.TypeA.SetR1
moron, auxiliary metabolic gene and host takeover	0	ESCO001.0321.00448.C001.PICI.TypeA.SetR1
other	0	ESCO001.0321.00448.C001.PICI.TypeA.SetR1
tail	0	ESCO001.0321.00448.C001.PICI.TypeA.SetR1
transcription regulation	0	ESCO001.0321.00448.C001.PICI.TypeA.SetR1
unknown function	18	ESCO001.0321.00448.C001.PICI.TypeA.SetR1
tRNAs	0	ESCO001.0321.00448.C001.PICI.TypeA.SetR1
CRISPRs	0	ESCO001.0321.00448.C001.PICI.TypeA.SetR1
tmRNAs	0	ESCO001.0321.00448.C001.PICI.TypeA.SetR1
VFDB_Virulence_Factors	0	ESCO001.0321.00448.C001.PICI.TypeA.SetR1
CARD_AMR_Genes	0	ESCO001.0321.00448.C001.PICI.TypeA.SetR1
CDS	24	ESCO001.0321.00563.C001.PICI.TypeA.SetR1
connector	0	ESCO001.0321.00563.C001.PICI.TypeA.SetR1
DNA, RNA and nucleotide metabolism	1	ESCO001.0321.00563.C001.PICI.TypeA.SetR1
head and packaging	3	ESCO001.0321.00563.C001.PICI.TypeA.SetR1
integration and excision	1	ESCO001.0321.00563.C001.PICI.TypeA.SetR1
lysis	0	ESCO001.0321.00563.C001.PICI.TypeA.SetR1
moron, auxiliary metabolic gene and host takeover	0	ESCO001.0321.00563.C001.PICI.TypeA.SetR1
other	0	ESCO001.0321.00563.C001.PICI.TypeA.SetR1
tail	0	ESCO001.0321.00563.C001.PICI.TypeA.SetR1
transcription regulation	1	ESCO001.0321.00563.C001.PICI.TypeA.SetR1
unknown function	18	ESCO001.0321.00563.C001.PICI.TypeA.SetR1
tRNAs	0	ESCO001.0321.00563.C001.PICI.TypeA.SetR1
CRISPRs	0	ESCO001.0321.00563.C001.PICI.TypeA.SetR1
tmRNAs	0	ESCO001.0321.00563.C001.PICI.TypeA.SetR1
VFDB_Virulence_Factors	0	ESCO001.0321.00563.C001.PICI.TypeA.SetR1
CARD_AMR_Genes	0	ESCO001.0321.00563.C001.PICI.TypeA.SetR1
CDS	23	ESCO001.0321.01281.C001.PICI.TypeA.SetR1
connector	0	ESCO001.0321.01281.C001.PICI.TypeA.SetR1
DNA, RNA and nucleotide metabolism	1	ESCO001.0321.01281.C001.PICI.TypeA.SetR1
head and packaging	3	ESCO001.0321.01281.C001.PICI.TypeA.SetR1
integration and excision	1	ESCO001.0321.01281.C001.PICI.TypeA.SetR1
lysis	0	ESCO001.0321.01281.C001.PICI.TypeA.SetR1
moron, auxiliary metabolic gene and host takeover	0	ESCO001.0321.01281.C001.PICI.TypeA.SetR1
other	0	ESCO001.0321.01281.C001.PICI.TypeA.SetR1
tail	0	ESCO001.0321.01281.C001.PICI.TypeA.SetR1
transcription regulation	0	ESCO001.0321.01281.C001.PICI.TypeA.SetR1
unknown function	18	ESCO001.0321.01281.C001.PICI.TypeA.SetR1
tRNAs	0	ESCO001.0321.01281.C001.PICI.TypeA.SetR1
CRISPRs	0	ESCO001.0321.01281.C001.PICI.TypeA.SetR1
tmRNAs	0	ESCO001.0321.01281.C001.PICI.TypeA.SetR1
VFDB_Virulence_Factors	0	ESCO001.0321.01281.C001.PICI.TypeA.SetR1
CARD_AMR_Genes	0	ESCO001.0321.01281.C001.PICI.TypeA.SetR1
CDS	53	LAPL001.0321.00073.C001.PICI.TypeB.variant0003.SetR1
connector	0	LAPL001.0321.00073.C001.PICI.TypeB.variant0003.SetR1
DNA, RNA and nucleotide metabolism	6	LAPL001.0321.00073.C001.PICI.TypeB.variant0003.SetR1
head and packaging	7	LAPL001.0321.00073.C001.PICI.TypeB.variant0003.SetR1
integration and excision	1	LAPL001.0321.00073.C001.PICI.TypeB.variant0003.SetR1
lysis	0	LAPL001.0321.00073.C001.PICI.TypeB.variant0003.SetR1
moron, auxiliary metabolic gene and host takeover	1	LAPL001.0321.00073.C001.PICI.TypeB.variant0003.SetR1
other	2	LAPL001.0321.00073.C001.PICI.TypeB.variant0003.SetR1
tail	0	LAPL001.0321.00073.C001.PICI.TypeB.variant0003.SetR1
transcription regulation	7	LAPL001.0321.00073.C001.PICI.TypeB.variant0003.SetR1
unknown function	29	LAPL001.0321.00073.C001.PICI.TypeB.variant0003.SetR1
tRNAs	9	LAPL001.0321.00073.C001.PICI.TypeB.variant0003.SetR1
CRISPRs	0	LAPL001.0321.00073.C001.PICI.TypeB.variant0003.SetR1
tmRNAs	0	LAPL001.0321.00073.C001.PICI.TypeB.variant0003.SetR1
VFDB_Virulence_Factors	0	LAPL001.0321.00073.C001.PICI.TypeB.variant0003.SetR1
CARD_AMR_Genes	0	LAPL001.0321.00073.C001.PICI.TypeB.variant0003.SetR1
CDS	52	LAPL001.0321.00074.C001.PICI.TypeB.variant0003.SetR1
connector	0	LAPL001.0321.00074.C001.PICI.TypeB.variant0003.SetR1
DNA, RNA and nucleotide metabolism	6	LAPL001.0321.00074.C001.PICI.TypeB.variant0003.SetR1
head and packaging	7	LAPL001.0321.00074.C001.PICI.TypeB.variant0003.SetR1
integration and excision	1	LAPL001.0321.00074.C001.PICI.TypeB.variant0003.SetR1
lysis	0	LAPL001.0321.00074.C001.PICI.TypeB.variant0003.SetR1
moron, auxiliary metabolic gene and host takeover	1	LAPL001.0321.00074.C001.PICI.TypeB.variant0003.SetR1
other	2	LAPL001.0321.00074.C001.PICI.TypeB.variant0003.SetR1
tail	0	LAPL001.0321.00074.C001.PICI.TypeB.variant0003.SetR1
transcription regulation	7	LAPL001.0321.00074.C001.PICI.TypeB.variant0003.SetR1
unknown function	28	LAPL001.0321.00074.C001.PICI.TypeB.variant0003.SetR1
tRNAs	9	LAPL001.0321.00074.C001.PICI.TypeB.variant0003.SetR1
CRISPRs	0	LAPL001.0321.00074.C001.PICI.TypeB.variant0003.SetR1
tmRNAs	0	LAPL001.0321.00074.C001.PICI.TypeB.variant0003.SetR1
VFDB_Virulence_Factors	0	LAPL001.0321.00074.C001.PICI.TypeB.variant0003.SetR1
CARD_AMR_Genes	0	LAPL001.0321.00074.C001.PICI.TypeB.variant0003.SetR1
CDS	10	NIHA002.0321.00001.C001.PICI.TypeB.variant0001.SetR1
connector	1	NIHA002.0321.00001.C001.PICI.TypeB.variant0001.SetR1
DNA, RNA and nucleotide metabolism	2	NIHA002.0321.00001.C001.PICI.TypeB.variant0001.SetR1
head and packaging	2	NIHA002.0321.00001.C001.PICI.TypeB.variant0001.SetR1
integration and excision	1	NIHA002.0321.00001.C001.PICI.TypeB.variant0001.SetR1
lysis	0	NIHA002.0321.00001.C001.PICI.TypeB.variant0001.SetR1
moron, auxiliary metabolic gene and host takeover	0	NIHA002.0321.00001.C001.PICI.TypeB.variant0001.SetR1
other	0	NIHA002.0321.00001.C001.PICI.TypeB.variant0001.SetR1
tail	0	NIHA002.0321.00001.C001.PICI.TypeB.variant0001.SetR1
transcription regulation	0	NIHA002.0321.00001.C001.PICI.TypeB.variant0001.SetR1
unknown function	4	NIHA002.0321.00001.C001.PICI.TypeB.variant0001.SetR1
tRNAs	0	NIHA002.0321.00001.C001.PICI.TypeB.variant0001.SetR1
CRISPRs	0	NIHA002.0321.00001.C001.PICI.TypeB.variant0001.SetR1
tmRNAs	0	NIHA002.0321.00001.C001.PICI.TypeB.variant0001.SetR1
VFDB_Virulence_Factors	0	NIHA002.0321.00001.C001.PICI.TypeB.variant0001.SetR1
CARD_AMR_Genes	0	NIHA002.0321.00001.C001.PICI.TypeB.variant0001.SetR1
CDS	23	PAKO001.0321.00001.C001.PICI.TypeB.variant0004.SetR1
connector	0	PAKO001.0321.00001.C001.PICI.TypeB.variant0004.SetR1
DNA, RNA and nucleotide metabolism	1	PAKO001.0321.00001.C001.PICI.TypeB.variant0004.SetR1
head and packaging	5	PAKO001.0321.00001.C001.PICI.TypeB.variant0004.SetR1
integration and excision	1	PAKO001.0321.00001.C001.PICI.TypeB.variant0004.SetR1
lysis	0	PAKO001.0321.00001.C001.PICI.TypeB.variant0004.SetR1
moron, auxiliary metabolic gene and host takeover	0	PAKO001.0321.00001.C001.PICI.TypeB.variant0004.SetR1
other	1	PAKO001.0321.00001.C001.PICI.TypeB.variant0004.SetR1
tail	0	PAKO001.0321.00001.C001.PICI.TypeB.variant0004.SetR1
transcription regulation	1	PAKO001.0321.00001.C001.PICI.TypeB.variant0004.SetR1
unknown function	14	PAKO001.0321.00001.C001.PICI.TypeB.variant0004.SetR1
tRNAs	0	PAKO001.0321.00001.C001.PICI.TypeB.variant0004.SetR1
CRISPRs	0	PAKO001.0321.00001.C001.PICI.TypeB.variant0004.SetR1
tmRNAs	0	PAKO001.0321.00001.C001.PICI.TypeB.variant0004.SetR1
